-2.174269471061134329e+00,-9.510891268371903795e-01,4.723209675702410015e-01,-6.825904936429747494e-01,3.645029098882640040e-01,-1.342893254909462708e-01,2.530641539492989311e-01,7.658405215251810061e-01,5.060444774137660140e-01,-1.400153070327155636e+00,2.529436109061691251e-01,-1.262075562086105995e-01,-8.571661470746372302e-01,-5.123850976834695148e-01,-3.549853111968307995e-01,4.639115034245774177e-02,-1.625910090833388169e-15,2.126901864786484904e-15,-1.804609730409172884e-16,-1.677883578247480954e-18
-1.503677050200574961e+00,6.285283577747459161e-01,-9.311839672184983874e-01,3.166748627336826161e-01,-6.486658015070855265e-01,5.909495970484067717e-01,2.305660519350958559e-01,-4.046373619365584151e-01,1.079381733466099752e-01,4.548619670401863324e-01,9.128642628666823466e-02,-6.500170205891799835e-01,7.689716537271906738e-02,3.137828500133779674e-01,-2.653784371081059357e-01,2.053503798126465191e-02,3.440606285054139908e-15,1.173704946314099305e-15,-1.793437319591018687e-17,-3.657079466690775226e-19
4.262137792057595576e+00,1.402915235858970711e+00,-9.677731126008747298e-01,-1.141454814748520674e-01,1.596885994595349245e-01,6.117452098430502527e-01,2.289390175029029639e-01,-2.771236314802035250e-01,9.511883467925491553e-02,1.351248814233090512e+00,-6.031990717844123440e-01,6.094177469762596111e-01,-1.524573343773270862e-01,-7.836689584846396883e-01,-1.295562977109521452e-01,7.622349137352187401e-03,2.787035587261554198e-16,-4.487249193116527182e-16,-7.819508499548633121e-16,-7.773161973407450776e-18
3.782364966507693604e-01,-1.450441400275391590e+00,1.885477920727645085e+00,-8.306413771383889255e-01,1.953607854739104921e+00,-1.296341186341064322e+00,3.558780292030352399e-01,8.758928175850745346e-01,-4.057360030482068391e-02,-3.179691772645406589e-01,4.141691717293382591e-01,-4.570928132879570893e-01,4.096152272749387091e-01,-1.539355183703144947e-01,-3.575175833589198937e-02,-2.201763538738542997e-02,1.551193728846711179e-16,-7.069822920281722185e-17,-1.742362346405616333e-17,-1.201637284030994089e-18
8.059749632070702940e-01,-1.530047099357913568e-02,1.777585263938120441e+00,2.757359504780776849e+00,-6.975278310228598400e-02,-1.377719881728162732e-01,-3.935340505124010346e-01,7.128515201954132019e-01,-1.127799774932821131e-01,-3.103170612009210072e-01,6.550299480172168121e-01,2.382024209576784068e-01,1.633851509142431047e-01,2.105574872411828669e-01,7.038154193774619483e-01,2.870710424566387531e-02,1.298049569750804943e-16,8.888420620089494559e-17,-2.933796748703199751e-17,-1.424287649903228359e-18
4.531873563415884654e-01,-1.192671661700820840e+00,7.289341019662774757e-02,2.638003023544776560e-01,1.937271311142603480e-02,-8.650019222220714163e-03,5.006240711044644964e-01,3.127076054491191581e-02,5.411970171647927375e-01,-3.797913352637792284e-01,6.841500417213557395e-01,-8.951534495660646851e-01,3.612843503664100453e-01,-2.666712099545128223e-01,3.176811447051801074e-01,4.783146403445637240e-02,-6.220478765258508125e-17,-5.518699801281148797e-17,-2.319120856175218881e-17,-2.639590360564397674e-19
3.214087225615620991e+00,-1.282949462440675426e+00,4.062376149290806704e-01,-8.091326872734710962e-01,-7.400513591452626549e-01,-1.138469960521857616e-01,5.713949918360374802e-01,-9.560223049149070285e-01,7.442953629885620259e-01,3.062093525572112118e-01,-5.610933862701941166e-01,7.058678340696159514e-01,1.163412491763124307e-01,4.331509115590201353e-01,-1.978882775881392053e-01,1.154078099735559790e-02,-1.953862075540512745e-17,8.120451460772809882e-17,-4.496291688372166447e-18,3.062957511615784372e-18
1.413970814504838414e+00,-1.039549298965805058e+00,7.945984096256225593e-01,1.525686315244207281e+00,-3.613848019769017594e-01,2.622850048622818453e-01,4.023919431506793321e-01,-2.834071611772631116e-01,-1.659649738433676691e-01,5.263376523841517551e-01,1.060078533154780456e-01,-2.144952942168876497e-01,-6.459454380870299772e-02,-2.493221448014615316e-01,4.438896123412579553e-01,-3.331179745314431350e-03,1.890388920792717853e-18,9.457618787388429587e-17,-2.344736036993943597e-16,2.795655568878101261e-17
6.395132199066566603e-02,-7.726106855617143054e-01,2.599582398788916837e+00,-8.101470679575323297e-01,6.873795972414336042e-01,-1.719153723652720345e+00,8.788662230387195295e-01,3.599552050955979188e-01,-1.150132295110910752e+00,-9.321137297025902102e-01,7.927266249783744279e-01,-1.312416053703630014e-01,4.585363379549198259e-01,-4.552885183388190593e-01,8.538206416274004423e-03,1.119710870457361201e-02,2.945749686815236341e-16,-6.979763930086382709e-17,-2.774929472906522143e-17,-1.302212989092029976e-19
9.740185619222212488e-01,6.038291825282426917e-01,2.260556680143310349e+00,-7.228367704150944206e-01,-4.701913064719667745e-01,-1.143370024321372247e+00,8.380726999086317575e-01,-1.245880351663984476e+00,-2.119977220679523544e+00,-4.127722015009033241e-01,3.678876893406242132e-01,-2.765438147503153643e-01,1.106241787621377037e+00,1.507273072075429043e-01,-1.735328424515278078e-01,-1.497373491266921867e-03,-3.798288498712722710e-17,4.721599099486247123e-17,-3.031175123521834775e-17,-1.233345847462862613e-19
